StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,Q8,Q10,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,happiness response_1,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,Q39_First Click,Q39_Last Click,Q39_Page Submit,Q39_Click Count,sadness response_1,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,Q63_First Click,Q63_Last Click,Q63_Page Submit,Q63_Click Count,Q69_First Click,Q69_Last Click,Q69_Page Submit,Q69_Click Count,Q71_First Click,Q71_Last Click,Q71_Page Submit,Q71_Click Count,Q45_First Click,Q45_Last Click,Q45_Page Submit,Q45_Click Count,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,Q53_First Click,Q53_Last Click,Q53_Page Submit,Q53_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q14,Q15,Q16,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,Q25_First Click,Q25_Last Click,Q25_Page Submit,Q25_Click Count,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,Q35_First Click,Q35_Last Click,Q35_Page Submit,Q35_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q59_First Click,Q59_Last Click,Q59_Page Submit,Q59_Click Count,Q65_First Click,Q65_Last Click,Q65_Page Submit,Q65_Click Count,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q43_First Click,Q43_Last Click,Q43_Page Submit,Q43_Click Count,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,Q51_First Click,Q51_Last Click,Q51_Page Submit,Q51_Click Count,test,direction,valence,gridline,city,MTurkCode
2018-05-03 14:11:41,2018-05-03 14:12:11,0,162.231.57.35,100,30,1,2018-05-03 14:12:11,R_3MtaOkLQUtKOBtL,,,,,32.766296386719,-117.12930297852,anonymous,EN,1,5,3,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.931,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,83839513
2018-05-03 14:10:53,2018-05-03 14:12:12,0,99.203.93.247,100,78,1,2018-05-03 14:12:12,R_29t9MQG7hEE4La8,,,,,39.049499511719,-94.408996582031,anonymous,EN,2,4,3,,,,,,,,,,0,0,10.872,0,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,31582400
2018-05-03 14:10:52,2018-05-03 14:12:16,0,157.39.225.84,100,83,1,2018-05-03 14:12:16,R_pmyIcVVMlaWgpVf,,,,,31.633102416992,74.865600585938,anonymous,EN,2,4,3,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35,3.35,18.886,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,86533892
2018-05-03 14:10:54,2018-05-03 14:12:23,0,50.82.73.90,100,88,1,2018-05-03 14:12:24,R_2EjeYzkCd7wToQa,,,,,37.218994140625,-93.317596435547,anonymous,EN,1,5,3,,,,,,,,,,,,,,,,,,78,,,,,,,,,0,0,14.191,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,99666538
2018-05-03 14:10:49,2018-05-03 14:12:24,0,96.19.48.236,100,94,1,2018-05-03 14:12:24,R_2ATH6evWyAmeyYu,,,,,43.430694580078,-111.89430236816,anonymous,EN,,,,,,,,,,,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.046,0,,,,,,,,,,,,,1,,,,,76944586
2018-05-03 14:11:32,2018-05-03 14:12:24,0,163.53.204.2,100,52,1,2018-05-03 14:12:25,R_2V9BRoHeqnS16P7,,,,,11.350006103516,77.733306884766,anonymous,EN,,,,,,,,,,,,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,15.169,15.169,15.478,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,45038941
2018-05-03 14:11:03,2018-05-03 14:12:26,0,110.227.242.7,100,83,1,2018-05-03 14:12:27,R_2qmTO5HFSwmcNdj,,,,,13.083297729492,80.283294677734,anonymous,EN,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,,,,,,,,,,,,,,,,,,,,,0,0,10.458,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,58787109
2018-05-03 14:11:09,2018-05-03 14:12:27,0,71.86.81.80,100,78,1,2018-05-03 14:12:28,R_1et4Y9nuj82q38P,,,,,30.475006103516,-92.421997070312,anonymous,EN,1,5,3,,,,,,,,,80,,,,,,,,,,1.144,15.62,17.817,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,11830994
2018-05-03 14:11:35,2018-05-03 14:12:33,0,96.236.120.90,100,57,1,2018-05-03 14:12:33,R_pyn7zPu7Ofw2KDD,,,,,42.431900024414,-73.073997497559,anonymous,EN,,,,,,,,,,,,,,,,,,,,,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.506,0,,,,,1,,,,,25425105
2018-05-03 14:11:25,2018-05-03 14:12:35,0,110.227.242.7,100,70,1,2018-05-03 14:12:35,R_AbrGf05s4kjAhY5,,,,,13.083297729492,80.283294677734,anonymous,EN,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,,,,,,,,,,,,,,,,,,,,,0,0,6.845,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,63479309
2018-05-03 14:12:03,2018-05-03 14:12:39,0,117.213.37.18,100,36,1,2018-05-03 14:12:40,R_1JDi9DidLZnQSL0,,,,,8.30810546875,77.221405029297,anonymous,EN,2,4,3,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,0,0,8.175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,73299724
2018-05-03 14:10:54,2018-05-03 14:12:41,0,124.123.90.160,100,106,1,2018-05-03 14:12:41,R_3mkJzpMw11NsHBQ,,,,,17.375305175781,78.474395751953,anonymous,EN,2,4,3,,,,,,,,,,0,0,11.526,0,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3036217
2018-05-03 14:12:14,2018-05-03 14:12:58,0,65.90.11.226,100,43,1,2018-05-03 14:12:58,R_2YxD8aSh9FbKPam,,,,,27.760406494141,-97.742897033691,anonymous,EN,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15.511,0,1,,,,,45093824
2018-05-03 14:13:15,2018-05-03 14:13:52,0,117.213.37.18,100,36,1,2018-05-03 14:13:52,R_1OV47WbfH2ouI5b,,,,,8.30810546875,77.221405029297,anonymous,EN,2,4,3,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.092,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,21214470
2018-05-03 14:13:37,2018-05-03 14:14:27,0,96.59.248.8,100,50,1,2018-05-03 14:14:28,R_cwIQW6KrwWS9Ael,,,,,27.866104125977,-82.326499938965,anonymous,EN,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,,,,,,,,,0,0,10.258,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,30994119
2018-05-03 14:14:12,2018-05-03 14:15:16,0,174.89.70.59,100,64,1,2018-05-03 14:15:17,R_10CLNwLIMxeqNbY,,,,,44.310394287109,-78.239601135254,anonymous,EN,2,4,3,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,95536257
2018-05-03 16:29:56,2018-05-03 16:30:28,1,,100,31,1,2018-05-03 16:30:29,R_2Vju8ThvUZU6CS8,,,,,41.780395507812,-87.602699279785,preview,EN,2,4,3,,,,,,,,,61,,,,,,,,,,,,,,0,0,20.042,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,increasing,happiness,yes,Escor,21688842
2018-05-03 16:44:29,2018-05-03 16:45:12,1,,100,43,1,2018-05-03 16:45:13,R_1DFQiMDzsDlYkHP,,,,,41.780395507812,-87.602699279785,preview,EN,,,,,,,,,,,,,,,,,,,,,-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.094,0,,,,,,,,,,,,,,,,,,,,,1,decreasing,sadness,no,Escor,69459024
2018-05-03 16:45:17,2018-05-03 16:45:26,1,,100,8,1,2018-05-03 16:45:26,R_1JKhwMSxURns6N2,,,,,41.780395507812,-87.602699279785,preview,EN,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2018-05-03 16:45:31,2018-05-03 16:46:38,1,,100,66,1,2018-05-03 16:46:39,R_2BnPJ51JfqcqJhy,,,,,41.780395507812,-87.602699279785,preview,EN,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.795,0,1,decreasing,sadness,yes,Aflos,39871126
2018-05-03 14:12:14,2018-05-03 16:59:16,0,110.227.242.7,100,10022,1,2018-05-03 16:59:16,R_1eF3qikcsEyQHI0,,,,,13.083297729492,80.283294677734,anonymous,EN,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.196,0,,,,,,,,,1,,,,,930176
2018-05-03 16:59:10,2018-05-03 17:00:02,0,104.37.81.228,100,51,1,2018-05-03 17:00:03,R_qCTO4V1UlAHWTZv,,,,,45.569396972656,-73.622100830078,anonymous,EN,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2018-05-03 16:59:16,2018-05-03 17:00:15,0,70.123.98.195,100,58,1,2018-05-03 17:00:15,R_3lQZJvxhPDNjukf,,,,,32.833892822266,-96.771499633789,anonymous,EN,,,,,,,,,,,,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,,,,,,,,,,,,,,,,,,,,,0,0,20.021,0,,,,,,,,,,,,,,,,,,,,,,,,,1,decreasing,happiness,yes,Escor,50622746
2018-05-03 16:59:21,2018-05-03 17:00:16,0,99.203.20.176,100,54,1,2018-05-03 17:00:17,R_10HtCkc036oOhMx,,,,,35.33659362793,-80.795799255371,anonymous,EN,2,4,3,,,,,,,,,90,,,,,,,,,,1.701,19.018,20.116,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,increasing,happiness,no,Escor,68529246
2018-05-03 16:59:19,2018-05-03 17:00:16,0,117.213.37.18,100,57,1,2018-05-03 17:00:17,R_2PsSOp7U7U63L6o,,,,,8.30810546875,77.221405029297,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2018-05-03 16:59:30,2018-05-03 17:00:36,0,122.165.160.217,100,66,1,2018-05-03 17:00:37,R_pSsStKJa7rIMG4x,,,,,13.083297729492,80.283294677734,anonymous,EN,2,4,3,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.029,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,increasing,happiness,no,Alfos,7322787
